Time,Mass,HRR,Back Surface Temperature 1,Back Surface Temperature 3
[s],[g],[kW/m2],[K],[K]
0,71.76,0,299,298
1,71.76,0,300,298
2,72.73,0,300,298
3,72.73,0,300,298
4,72.8,0,300,298
5,74.05,0,300,298
6,75.04,0,300,298
7,75.04,0,300,298
8,75.68,0,300,298
9,76.42,0,300,299
10,76.48,0,300,299
11,76.48,0,300,299
12,76.5,58.8,300,299
13,76.45,125.3,300,299
14,76.36,201.2,300,299
15,76.36,271.4,300,299
16,76.35,468.7,300,299
17,76.2,400.6,300,299
18,76.2,463,300,299
19,76.2,525.3,300,299
20,75.91,567,300,299
21,75.48,601.2,301,299
22,75.15,599.8,301,299
23,75.15,598.4,301,299
24,74.77,620.9,301,299
25,74.18,632.1,301,300
26,73.68,663.8,302,300
27,73.68,690,302,300
28,73.23,692.4,302,300
29,72.53,706.1,302,300
30,72.53,726.5,302,300
31,71.92,726.3,303,301
32,71.09,873,303,301
33,71.09,752.4,304,301
34,70.6,765.4,304,301
35,69.83,775.4,304,302
36,69.83,768.2,305,302
37,69.83,760.9,305,302
38,69.19,766.4,305,302
39,68.44,771.9,306,303
40,67.92,784.5,306,303
41,67.41,764.9,306,303
42,67.41,763,307,304
43,66.92,784,308,305
44,66.23,761.7,308,305
45,65.77,767,309,305
46,65.31,775.9,309,306
47,65.31,774.2,310,306
48,64.86,789.1,311,307
49,64.23,795.6,312,308
50,63.8,800,312,308
51,63.29,783.7,313,309
52,63.29,844.8,314,309
53,63.29,905.8,314,309
54,62.82,787,315,310
55,62.25,789.4,316,310
56,61.86,781.7,316,311
57,61.45,787.7,317,312
58,61.45,794.7,318,313
59,60.99,779.1,319,313
60,60.34,763.4,321,314
61,59.97,772.5,322,315
62,59.97,768.5,323,316
63,59.64,771,324,317
64,58.95,780.5,325,318
65,58.52,766,326,318
66,58.52,737.6,327,319
67,58.32,742.6,329,320
68,57.84,757.9,330,321
69,57.84,753.5,331,323
70,57.43,738.9,332,324
71,57.07,739.6,333,325
72,56.82,763.6,334,326
73,56.82,758.6,336,326
74,56.82,753.5,337,326
75,56.39,745.8,338,328
76,55.82,759.1,340,329
77,55.39,919,341,330
78,55.39,772.9,342,331
79,54.97,770.5,345,332
80,54.37,778.7,346,333
81,54.16,802.5,347,335
82,54.16,805.9,349,336
83,53.83,783,350,337
84,53.13,760,352,338
85,53.13,765.4,353,340
86,52.74,798.2,354,341
87,52.19,794.6,357,342
88,51.82,777.7,359,342
89,51.82,773.2,360,343
90,51.39,777.4,361,346
91,50.9,799.3,362,347
92,50.54,787.8,362,348
93,50.54,776.1,362,349
94,50.14,815.8,362,350
95,49.6,790.2,362,350
96,49.19,768.1,363,352
97,49.19,765.5,363,353
98,49.19,762.8,363,353
99,48.78,746.3,363,353
100,48.1,749.8,364,354
101,47.72,783.2,364,355
102,47.72,775.5,365,356
103,47.34,759.4,366,357
104,46.79,774.2,367,358
105,46.34,803.3,368,359
106,46.34,787.3,369,360
107,45.89,898,370,361
108,45.28,780.6,371,362
109,44.85,797.6,372,363
110,44.85,811.9,373,364
111,44.43,810.3,374,366
112,43.77,788.5,375,367
113,43.77,798.3,376,368
114,43.39,808,377,369
115,42.73,822.1,378,370
116,42.73,824.6,381,371
117,42.27,802.5,382,373
118,41.65,813.3,383,374
119,41.17,835.3,384,375
120,41.17,828.3,385,376
121,40.77,826.3,387,377
122,40.16,825.6,388,378
123,39.75,809.8,389,380
124,39.75,791.9,391,381
125,39.36,788.7,392,383
126,38.61,834.5,393,384
127,38.61,846.6,394,385
128,38.61,858.6,395,385
129,38.16,855.7,396,386
130,37.54,855.7,397,387
131,37.03,828.9,398,389
132,37.03,815.2,401,390
133,36.36,823.1,402,391
134,35.93,841.2,404,392
135,35.93,845.2,405,395
136,35.52,849.8,407,396
137,34.91,863.9,408,398
138,34.49,853.9,409,399
139,34.49,857.2,411,400
140,34,881.7,412,402
141,33.25,882.8,415,403
142,33.25,883.5,416,405
143,32.74,939.3,417,407
144,32.12,936.4,419,409
145,31.69,933.3,420,410
146,31.69,944.5,422,412
147,31.25,927.2,423,413
148,30.61,918.3,425,415
149,30.11,909.9,426,415
150,30.11,939.3,429,417
151,29.67,981.1,431,419
152,28.96,1169.1,433,422
153,28.54,989.9,434,423
154,28.54,969,436,425
155,28.14,990.8,438,427
156,27.41,991.8,440,428
157,27.41,991.6,442,430
158,26.82,980.5,443,432
159,26.11,969.4,445,433
160,25.57,984.2,447,435
161,25.57,992.4,451,437
162,25.15,1004.2,453,439
163,24.74,1016.4,455,441
164,24.74,979.5,457,444
165,24.37,976.6,459,446
166,23.59,1004.1,460,449
167,23.07,1012.1,462,451
168,23.07,1006.8,467,453
169,22.55,998.3,469,454
170,21.83,1005.1,472,459
171,21.35,1028.4,474,462
172,21.35,1041.1,476,464
173,21.35,1053.8,477,465
174,20.56,1039.2,480,468
175,19.75,1020.1,483,471
